﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿﻿Change;Excluded;Name;Original;en;es-latam
;;Haven;"The one with the terrible name but actually
good songs?";"The one with the terrible name but actually
good songs?";
;;;You mean Stray Kats?;You mean Stray Kats?;
;;;Probably, I listen to a lot;Probably, I listen to a lot;
;;;I haven't;I haven't;
;;Haven;Yes! \.That’s the one!;Yes! \.That’s the one!;
;;Haven;"I've been listening to them again recently.\!
Not sure if you’d still like them ...";"I've been listening to them again recently.\!
Not sure if you’d still like them ...";
;;Haven;I guess they remind me of a different time.;I guess they remind me of a different time.;
;;;They’re still around?;They’re still around?;
;;;I forgot about them;I forgot about them;
;;Haven;Yeah!\. Barely, though.;Yeah!\. Barely, though.;
;;Haven;"I think only one of the original members is still
in it.";"I think only one of the original members is still
in it.";
;;Haven;Their sound changed a lot, it's more polished.;Their sound changed a lot, it's more polished.;
;;Haven;"My favorite will always be the one with the red
album cover though.";"My favorite will always be the one with the red
album cover though.";
;;Haven;That’s fair.;That’s fair.;
;;Haven;Honestly,\. I kind of did too for a while.;Honestly,\. I kind of did too for a while.;
;;Haven;But then one of their songs came on by accident.;But then one of their songs came on by accident.;
;;Haven;"Reminded me of when we listened to them
together.";"Reminded me of when we listened to them
together.";
;;Haven;Of course you do ...;Of course you do ...;
;;Haven;"You always had a bunch of playlists for
every mood.";"You always had a bunch of playlists for
every mood.";
;;Haven;"Let me think ...\!
""Rainy and cozy""?";"Let me think ...\!
""Rainy and cozy""?";
;;Haven;"Or ""empty head""?\!
Or what about ""floating music""?";"Or ""empty head""?\!
Or what about ""floating music""?";
;;;You liked those playlists;You liked those playlists;
;;;I deleted them all;I deleted them all;
;;Haven;I have to admit, I did listen to them.;I have to admit, I did listen to them.;
;;Haven;Especially your crying music playlist, haha.;Especially your crying music playlist, haha.;
;;Haven;I think I still have them saved on my phone ...;I think I still have them saved on my phone ...;
;;Haven;That's a shame ...;That's a shame ...;
;;Haven;"I get it though,\. I do the same everytime I feel
like I have to move on.";"I get it though,\. I do the same everytime I feel
like I have to move on.";
;;Haven;So I don't blame you, haha.;So I don't blame you, haha.;
;;Haven;"Oh ...\!
I'm just surprised, that's it.";"Oh ...\!
I'm just surprised, that's it.";
;;Haven;Music used to mean everything to you.;Music used to mean everything to you.;
;;;Maybe I'll get back into it;Maybe I'll get back into it;
;;;I don't miss it;I don't miss it;
;;Haven;You should, maybe for one last time.;You should, maybe for one last time.;
;;Haven;"Their older albums really bring out this special
vibe ...";"Their older albums really bring out this special
vibe ...";
;;Haven;"I think listening to it after so long will
definitely bring back some good times.";"I think listening to it after so long will
definitely bring back some good times.";
;;Haven;That’s okay.;That’s okay.;
;;Haven;People change.;People change.;
;;Haven;Maybe it meant what it needed to at the time.;Maybe it meant what it needed to at the time.;
;;Haven;"And maybe something else will take its place
someday.";"And maybe something else will take its place
someday.";
;;Haven;There's no way to say, honestly!;There's no way to say, honestly!;
;;Haven;"I was up that mountain the other day.\.
You know which one I'm talking about right?";"I was up that mountain the other day.\.
You know which one I'm talking about right?";
;;Haven;I was surprised to see our flag was still there.;I was surprised to see our flag was still there.;
;;;You went back there?;You went back there?;
;;;I almost forgot about that;I almost forgot about that;
;;Haven;"Yeah ...\.
It looked kind of sad now.";"Yeah ...\.
It looked kind of sad now.";
;;Haven;But it still made me smile.;But it still made me smile.;
;;Haven;I remember how you struggled at some parts!;I remember how you struggled at some parts!;
;;Haven;I was proud that we did end up reaching the top.;I was proud that we did end up reaching the top.;
;;Haven;Anyways, I sat there for a while.;Anyways, I sat there for a while.;
;;Haven;Didn’t really think about anything.;Didn’t really think about anything.;
;;Haven;... Can I say something kinda stupid?;... Can I say something kinda stupid?;
;;;Please do;Please do;
;;Haven;I'm so proud of you.;I'm so proud of you.;
;;Haven;The fact that you're still here means a lot.;The fact that you're still here means a lot.;
;;Haven;And I hope you can be proud of yourself too.;And I hope you can be proud of yourself too.;
;;Haven;"Just wanted to say that since I don't know
when we'll see each other again.";"Just wanted to say that since I don't know
when we'll see each other again.";
;;Haven;Who knows, maybe this would be the last time.;Who knows, maybe this would be the last time.;
;;Haven;"You know ...\. maybe it's best that you have
that flag.";"You know ...\. maybe it's best that you have
that flag.";
;;Haven;I brought it with me from the mountain.;I brought it with me from the mountain.;
;;Haven;"It’s still in my closet.\!
If you want it, it’s yours.";"It’s still in my closet.\!
If you want it, it’s yours.";
;;Haven;Maybe it can make you feel safe.;Maybe it can make you feel safe.;
;;Haven;I’m really glad we did this.;I’m really glad we did this.;
;;Haven;Even if it’s the last time.;Even if it’s the last time.;
;;Haven;You can stay here as long as you'd like.;You can stay here as long as you'd like.;
;;Haven;And leave whenever you feel ready.;And leave whenever you feel ready.;
;;;"This looks like one of the drawings I used to make
when I was young.";"This looks like one of the drawings I used to make
when I was young.";
;;;"As a kid, I guess I always felt different from
the other kids.";"As a kid, I guess I always felt different from
the other kids.";
;;;"I didn't feel comfortable getting to know the
others,\. so I'd watch from a distance.";"I didn't feel comfortable getting to know the
others,\. so I'd watch from a distance.";
;;;While they were having fun, I observed.;While they were having fun, I observed.;
;;;It's another one of my drawings.;It's another one of my drawings.;
;;;"The other kids always had these cool toys or
trading cards to show off.";"The other kids always had these cool toys or
trading cards to show off.";
;;;"My parents didn't give me many toys to play with,\.
so I was always fascinated when I saw them.";"My parents didn't give me many toys to play with,\.
so I was always fascinated when I saw them.";
;;;Still,\. I was too scared to approach them.;Still,\. I was too scared to approach them.;
;;;"It felt kind of weird being the only one 
who didn't talk.";"It felt kind of weird being the only one 
who didn't talk.";
;;;"I imagined myself as some kind of alien.\!
Or maybe an invisible ghost.";"I imagined myself as some kind of alien.\!
Or maybe an invisible ghost.";
;;;"One day, I told myself I was going to be friends
with everyone.";"One day, I told myself I was going to be friends
with everyone.";
;;;"I was finally going to have fun, just like the
other kids.";"I was finally going to have fun, just like the
other kids.";
;;;"...\| But they rejected me.\!
They said I was weird.";"...\| But they rejected me.\!
They said I was weird.";
;;;Something like “Go away, we don’t want you here.”;Something like “Go away, we don’t want you here.”;
;;;"Maybe they didn’t like me because I never talked.\!
Maybe I just didn’t fit in.";"Maybe they didn’t like me because I never talked.\!
Maybe I just didn’t fit in.";
;;;I guess I had accepted that I was too different.;I guess I had accepted that I was too different.;
;;;"Instead of bothering anyone,\. I chose to be on
my own.";"Instead of bothering anyone,\. I chose to be on
my own.";
;;;Well, it didn't really feel like I had a choice.;Well, it didn't really feel like I had a choice.;
;;;"I started feeling something new.\!
Something I didn't feel before.";"I started feeling something new.\!
Something I didn't feel before.";
;;;"I was so sad. It felt like there was something
missing in me.";"I was so sad. It felt like there was something
missing in me.";
;;;"It felt wrong.\!
I was wrong.";"It felt wrong.\!
I was wrong.";
;;;"After a while, I started seeing those other
kids differently.";"After a while, I started seeing those other
kids differently.";
;;;They didn’t feel like people to me anymore.;They didn’t feel like people to me anymore.;
;;;"They felt wrong,\. unfamiliar.\!
Unrecognizable as one of my own.";"They felt wrong,\. unfamiliar.\!
Unrecognizable as one of my own.";
;;;I didn’t want to see them anymore.;I didn’t want to see them anymore.;
;;;I was fine on my own.;I was fine on my own.;
;;;I got used to having to entertain myself.;I got used to having to entertain myself.;
;;;"But then, I started seeing more of those shadow
figures.";"But then, I started seeing more of those shadow
figures.";
;;;"Though this time, they looked different.\!
Tall and slim.";"Though this time, they looked different.\!
Tall and slim.";
;;;"They didn’t say much to me, but they didn’t
bother me either.";"They didn’t say much to me, but they didn’t
bother me either.";
